SeqNr,Long,Lat,East,North,RealT,LiveT,Dist(m),ROI_A,ROI_A(sd),ROI_B,ROI_B(sd),ROI_C,ROI_C(sd),ROI_PL,ROI_PL(sd),ROI_PR,ROI_PR(sd),ROI_P,ROI_P(sd),ROI_BR,ROI_BR(sd),ROI_K,ROI_K(sd),ROI_U,ROI_U(sd),ROI_T,ROI_T(sd)
124,13.9131997,56.1055976,1382279.1,6221303.6,1,1,615,865.85,29.37,438.66,20.9,171.96,13.09,72.63,8.51,49.82,7.04,129.48,11.36,96.83,9.82,114.99,10.7,8.58,2.92,9.23,3.03
125,13.9132032,56.1056424,1382279.5,6221308.5,1,1,620,869.45,29.49,419.41,20.48,171.5,13.1,66.03,8.13,49.2,7.02,121.47,11.02,93.95,9.7,103.09,10.16,8.92,2.99,11.09,3.33
126,13.9132093,56.1056872,1382280,6221313.5,1,1,625,941.38,30.71,474.63,21.8,196.95,14.05,72.68,8.53,52.14,7.23,131.51,11.48,88.48,9.41,106.74,10.34,14.19,3.77,14.06,3.75
127,13.9132156,56.1057319,1382280.5,6221318.5,1,0.98,630,984.07,31.66,521.22,23.04,213.47,14.75,95.35,9.85,66.06,8.2,166.99,13.04,93.94,9.78,120.96,11.1,18.52,4.34,11.55,3.43
128,13.9132277,56.1057764,1382281.4,6221323.4,1,0.98,635,1023.45,32.37,539.21,23.49,201.21,14.35,82.35,9.18,55.3,7.52,150.53,12.41,112.77,10.74,163.55,12.94,13.9,3.77,11.63,3.45
129,13.9132559,56.1058183,1382283.3,6221328,1,1,640,1050,32.48,512.53,22.69,206.2,14.39,80.78,9.01,47.5,6.91,135.32,11.66,112.58,10.63,141.02,11.9,16.06,4.02,19.55,4.43
130,13.913302,56.1058553,1382286.3,6221332.1,1,1,645,1061.34,32.56,564.91,23.76,219.29,14.8,78.07,8.83,62.78,7.92,147.4,12.14,123.4,11.1,141.75,11.9,15.72,3.96,13.61,3.69
131,13.9133677,56.1058807,1382290.4,6221334.8,1,1,650,1015.52,31.87,510.39,22.59,207.26,14.4,80.98,9,56.72,7.53,148.23,12.17,106.32,10.31,147.37,12.14,14.98,3.87,15.51,3.94
132,13.9134451,56.1058938,1382295.3,6221336.1,1,1,655,1007.75,31.77,455.88,21.37,189.22,13.77,84.21,9.18,44.09,6.65,139.37,11.82,100.04,10.01,139.58,11.82,17.67,4.21,16.36,4.05
133,13.9135253,56.1058958,1382300.3,6221336.2,1,1,660,1041.6,32.2,500.34,22.32,189.64,13.74,81.58,9.01,46.93,6.84,139.58,11.79,109.93,10.46,135.15,11.6,19,4.35,13.45,3.66
134,13.9136046,56.1058877,1382305.2,6221335.2,1,1.02,665,1035.95,31.87,531.26,22.82,202.58,14.09,83.21,9.03,56.39,7.44,151.34,12.18,97.49,9.78,129.51,11.27,17.7,4.17,19.42,4.36
135,13.9136813,56.1058743,1382309.9,6221333.5,1,1.01,670,1018.35,31.72,509.69,22.44,204.03,14.2,85.84,9.21,66.53,8.11,164.49,12.75,95.93,9.74,130.75,11.37,17.49,4.16,19.8,4.42
136,13.9137568,56.1058592,1382314.6,6221331.7,1,1,675,994.23,31.56,486.62,22.08,203.75,14.29,85.5,9.26,66.6,8.17,162.46,12.76,103.77,10.2,131.56,11.48,18.13,4.26,16.28,4.04
137,13.9138326,56.1058442,1382319.3,6221329.9,1,1,680,968.33,31.18,502.72,22.46,211.31,14.56,80.78,9,53.27,7.31,140.38,11.87,110.83,10.55,126.62,11.27,18.23,4.28,14.06,3.76
138,13.9139076,56.105828,1382323.9,6221328,1,1,685,964.35,31.05,524.18,22.89,213.52,14.61,75.58,8.69,42.56,6.52,122.1,11.05,114.1,10.68,125.37,11.19,16.75,4.09,14.12,3.76
139,13.9139809,56.1058097,1382328.4,6221325.8,1,1,690,992.5,31.47,521.59,22.81,201.44,14.18,73.27,8.55,46.07,6.78,125.29,11.18,112.75,10.61,133.84,11.56,13.58,3.68,16.2,4.02
140,13.9140537,56.1057906,1382332.8,6221323.6,1,1,695,1015.8,31.86,507.19,22.51,187.41,13.69,73.71,8.58,54.89,7.41,138.11,11.75,109.5,10.46,142.43,11.93,11.13,3.34,17.94,4.23
141,13.9141271,56.1057724,1382337.4,6221321.4,1,1,700,997.66,31.66,498.5,22.38,184.88,13.63,76.08,8.74,57.91,7.63,145.37,12.09,107.29,10.38,140.76,11.89,11.78,3.44,17.11,4.15
142,13.9142013,56.1057551,1382341.9,6221319.4,1,0.99,705,962.17,31.23,496.82,22.44,188.65,13.83,79.56,8.98,54.82,7.46,145.86,12.16,105.96,10.37,132.9,11.61,14.22,3.8,15,3.9
143,13.9142759,56.1057385,1382346.5,6221317.4,1,0.97,710,956.94,31.34,496.82,22.58,186.23,13.83,83.33,9.25,49.67,7.14,144.03,12.16,104.11,10.34,128.57,11.49,15.74,4.02,14.26,3.83
144,13.9143507,56.105722,1382351.1,6221315.4,1,0.96,715,987.62,32.03,494,22.65,175.53,13.5,86.02,9.45,45.41,6.87,141.93,12.14,101.49,10.27,129.89,11.62,15.48,4.01,15.23,3.98
145,13.9144255,56.1057058,1382355.7,6221313.5,1,0.96,720,1012.96,32.49,484.82,22.48,166.12,13.16,85.71,9.45,43.71,6.75,138.94,12.03,99.15,10.17,130.47,11.66,14.65,3.91,15.7,4.04
146,13.9145005,56.1056897,1382360.3,6221311.6,1,0.97,725,998.27,32.07,467.97,21.96,166.29,13.09,80.96,9.13,45.79,6.87,134.56,11.77,97.99,10.05,125.18,11.36,14.33,3.84,13.88,3.78
147,13.9145757,56.105674,1382365,6221309.7,1,0.99,730,958.46,31.13,454.21,21.43,173.85,13.26,73.28,8.61,50.61,7.15,129.84,11.46,97.83,9.95,118.1,10.93,14.28,3.8,11.15,3.36
148,13.9146513,56.1056586,1382369.6,6221307.9,1,1,735,925.37,30.39,458.33,21.39,183.03,13.51,65.16,8.06,56.36,7.5,126.37,11.23,98.06,9.89,116.47,10.78,13.82,3.71,9.99,3.16
149,13.914727,56.1056436,1382374.3,6221306.1,1,1,740,918.17,30.23,482.48,21.91,189.49,13.73,59.01,7.66,61.21,7.81,125.15,11.16,98.14,9.88,123.24,11.08,12.87,3.58,11.49,3.38
150,13.9148023,56.105628,1382378.9,6221304.2,1,1,745,930.49,30.48,503.43,22.42,191.64,13.83,57.07,7.55,63.34,7.95,126.07,11.22,97.55,9.87,132.81,11.52,12.61,3.55,14.08,3.75
151,13.9148767,56.1056111,1382383.5,6221302.2,1,1,750,953.11,30.89,496.86,22.3,188.57,13.74,61.28,7.83,61.1,7.82,128.82,11.36,95.86,9.8,138.87,11.79,14.23,3.77,15.88,3.99
152,13.9149503,56.1055931,1382388,6221300.1,1,1,755,979.37,31.31,468.44,21.66,183.94,13.57,69.47,8.34,55.88,7.48,132.45,11.52,93.77,9.69,140.28,11.85,17.21,4.15,16.07,4.01
153,13.9150238,56.1055748,1382392.5,6221297.9,1,1,760,1004.67,31.7,447.56,21.16,185.08,13.61,76.22,8.73,51.49,7.18,135.52,11.64,92.87,9.64,139.98,11.83,19.7,4.44,14.59,3.82
154,13.9150978,56.1055572,1382397.1,6221295.8,1,1,765,1024.9,32.01,460.07,21.44,197.99,14.07,76.79,8.76,51.23,7.16,136.69,11.69,94.54,9.72,140.58,11.85,20.02,4.47,11.57,3.4
155,13.9151722,56.1055403,1382401.7,6221293.8,1,1,770,1039.87,32.24,497.01,22.29,216.89,14.72,73.03,8.54,53.49,7.31,135.86,11.65,98.42,9.92,140.73,11.86,18.66,4.32,8.36,2.89
156,13.9152468,56.1055236,1382406.2,6221291.8,1,1,775,1051.33,32.42,532.2,23.07,230.16,15.17,70.06,8.37,54.29,7.37,133.5,11.55,103.21,10.16,137.17,11.71,17.15,4.14,6.93,2.63
157,13.9153213,56.1055068,1382410.8,6221289.8,1,1,780,1060.23,32.57,543.44,23.31,228.31,15.11,72.12,8.49,50.42,7.1,130.23,11.41,107.69,10.38,127.69,11.3,16.74,4.09,8.8,2.97
158,13.9153956,56.1054897,1382415.4,6221287.8,1,1,785,1062.16,32.6,535.38,23.14,216.01,14.7,77.66,8.81,44.18,6.65,127.46,11.29,110.91,10.53,117.27,10.83,16.63,4.08,12.62,3.55
159,13.9154698,56.1054725,1382420,6221285.8,1,1,790,1050.57,32.41,523.59,22.88,203.63,14.27,82.75,9.1,40.09,6.33,126.91,11.27,112.02,10.58,113.77,10.67,15.2,3.9,15.85,3.98
160,13.9155439,56.1054551,1382424.5,6221283.7,1,1,795,1021.98,31.96,520.57,22.81,199.7,14.13,84.19,9.17,41.73,6.46,129.86,11.39,110.61,10.51,122.54,11.07,11.52,3.39,16.55,4.07
161,13.915618,56.1054378,1382429.1,6221281.6,1,1,800,988.21,31.42,523.31,22.86,203.17,14.25,82.41,9.07,47.93,6.92,135.44,11.63,108.21,10.4,136.35,11.67,7.98,2.82,15.65,3.95
162,13.9156921,56.1054205,1382433.6,6221279.6,1,1,805,965.91,31.08,523.98,22.89,210.06,14.49,78.97,8.89,56.07,7.49,142.05,11.92,107,10.34,144.01,12,8.02,2.83,15,3.87
163,13.9157665,56.1054034,1382438.2,6221277.6,1,1,810,966.14,31.12,517.53,22.78,216.87,14.75,75.38,8.69,63.52,7.98,148.07,12.18,108.44,10.43,138,11.76,13.68,3.7,15.95,4
164,13.9158408,56.1053864,1382442.8,6221275.5,1,1,815,978.21,31.33,509.87,22.62,222.21,14.93,73,8.56,67.83,8.25,151.59,12.33,111.16,10.56,125.08,11.2,21.38,4.63,18,4.25
165,13.915915,56.1053692,1382447.3,6221273.5,1,1,820,986.15,31.39,509.53,22.56,225.16,15,73.17,8.55,66.56,8.16,150.66,12.27,113.1,10.63,115.49,10.74,26.21,5.12,20.19,4.49
166,13.9159891,56.1053519,1382451.9,6221271.4,1,1.01,825,981.42,31.15,520.51,22.68,225.49,14.93,76.02,8.67,58.73,7.62,144.03,11.93,112.91,10.57,115.82,10.7,25.06,4.98,21.76,4.64
167,13.9160634,56.1053349,1382456.5,6221269.4,1,1.02,830,977.71,30.95,533.18,22.86,224.99,14.85,78.16,8.75,47.74,6.84,132.67,11.4,111.35,10.45,121.78,10.92,20.2,4.45,22.54,4.7
168,13.9161382,56.1053186,1382461.1,6221267.5,1,1.02,835,992.83,31.22,535.41,22.93,225.81,14.89,75.53,8.61,37.8,6.09,117.94,10.76,109.53,10.37,127.04,11.17,14.91,3.83,22.48,4.7
169,13.9162139,56.1053034,1382465.7,6221265.7,1,1,840,1033.1,32.11,522.42,22.83,228.71,15.11,67.12,8.18,32.09,5.66,102.84,10.13,108.6,10.41,127.92,11.3,11.52,3.39,21.43,4.62
170,13.9162901,56.105289,1382470.4,6221263.9,1,0.98,845,1076.71,33.07,507.38,22.7,231.01,15.32,59.31,7.76,31.29,5.64,94.27,9.78,109.73,10.56,127.15,11.36,10.13,3.21,18.98,4.39
171,13.9163665,56.1052751,1382475.1,6221262.3,1,0.98,850,1097.97,33.45,506.01,22.71,229.54,15.29,59.53,7.79,35.68,6.03,99.59,10.07,114.07,10.78,128.38,11.44,10.5,3.27,14.71,3.87
172,13.9164429,56.1052612,1382479.9,6221260.6,1,1,855,1088.63,33.07,522.76,22.91,223.84,14.99,69.61,8.36,43.52,6.61,118.58,10.91,120.77,11.01,133.26,11.57,12.09,3.48,9.45,3.08
173,13.9165188,56.1052465,1382484.5,6221258.8,1,1.01,860,1067.97,32.45,544.44,23.17,217.71,14.65,82.69,9.03,49.93,7.02,139.09,11.71,125.87,11.14,140.2,11.76,13.95,3.71,5.98,2.43
174,13.9165936,56.1052303,1382489.1,6221256.9,1,1.02,865,1057.07,32.18,556.7,23.35,215.17,14.52,91.25,9.45,49.95,6.99,148.25,12.05,125.29,11.08,147.37,12.01,15.13,3.85,7.13,2.64
175,13.9166675,56.1052126,1382493.7,6221254.8,1,1.01,870,1061.05,32.35,555.7,23.41,217.08,14.63,92.28,9.54,44.04,6.59,143.33,11.89,119.23,10.84,152.86,12.28,15.74,3.94,12.44,3.5
176,13.9167408,56.1051941,1382498.2,6221252.6,1,1,875,1067.57,32.63,549.13,23.4,220.78,14.84,87.65,9.35,38.57,6.2,132.59,11.5,112.56,10.59,154.65,12.42,17.08,4.13,17.85,4.22
177,13.916814,56.1051755,1382502.7,6221250.4,1,1,880,1064.29,32.65,544.88,23.36,223.58,14.97,79.55,8.93,39.68,6.3,124.43,11.16,110.05,10.5,151.09,12.3,20.32,4.51,19.41,4.41
178,13.9168872,56.1051572,1382507.2,6221248.2,1,1,885,1049.89,32.4,545.81,23.36,224.77,14.99,71.31,8.44,46.35,6.81,121.74,11.03,111.81,10.57,145.12,12.05,24.25,4.92,17.03,4.13
179,13.9169607,56.1051391,1382511.7,6221246.1,1,1,890,1030.74,32.1,551.3,23.48,225,15,67.05,8.19,52.66,7.26,123.64,11.12,114.78,10.71,142.82,11.95,26.04,5.1,13.31,3.65
180,13.9170342,56.105121,1382516.2,6221244,1,0.99,895,1013.01,31.93,559.61,23.73,224.95,15.05,69.61,8.37,53.89,7.36,128.89,11.39,116.11,10.81,148.41,12.22,23.54,4.87,10.53,3.26
181,13.9171077,56.1051028,1382520.7,6221241.8,1,0.98,900,1001.29,31.89,563.21,23.92,225.35,15.13,75.11,8.74,52.29,7.29,135.06,11.71,114.43,10.78,155.96,12.59,18.41,4.32,9.22,3.06
182,13.9171807,56.105084,1382525.2,6221239.6,1,0.98,905,999.59,31.94,552.77,23.75,226.94,15.22,77.48,8.89,52.38,7.31,139.28,11.92,108.86,10.54,156.25,12.63,13.55,3.72,9.29,3.08
183,13.9172531,56.1050646,1382529.7,6221237.3,1,0.98,910,1007.5,31.99,526.94,23.13,228.78,15.24,74.07,8.67,55.84,7.53,139.88,11.92,100.59,10.11,145.73,12.17,10.89,3.33,10.33,3.24
184,13.9173249,56.1050445,1382534.1,6221234.9,1,1,915,1014.21,31.92,503.13,22.48,226.04,15.07,70.24,8.4,57.77,7.62,137.98,11.77,95.68,9.8,134.15,11.61,10.02,3.17,11.07,3.33
185,13.9173962,56.1050238,1382538.4,6221232.5,1,1.01,920,1008.99,31.64,499.84,22.27,214.31,14.58,71.79,8.44,53.05,7.25,135.04,11.57,100.1,9.96,132.16,11.45,10.23,3.19,10.3,3.2
186,13.9174672,56.1050027,1382542.8,6221230,1,1.02,925,1000.41,31.35,515.45,22.51,201.33,14.07,75.84,8.63,45.6,6.69,132.08,11.39,110.36,10.41,137.95,11.64,11.03,3.29,8.91,2.96
187,13.9175377,56.1049812,1382547.1,6221227.5,1,1.02,930,1009.82,31.47,534.8,22.9,202.85,14.11,73.73,8.5,45.34,6.67,129.82,11.28,116.6,10.69,141.41,11.78,12.08,3.44,9.21,3.01
188,13.9176079,56.1049593,1382551.4,6221225,1,1.01,935,1037.41,32.02,547.02,23.25,221.09,14.78,64.83,8,53.72,7.29,128.75,11.28,113.87,10.61,138.37,11.69,12.74,3.55,11.56,3.38
189,13.9176777,56.1049371,1382555.7,6221222.4,1,1,940,1047.55,32.38,548.83,23.43,235.22,15.34,62.21,7.89,57.9,7.61,129.04,11.36,105.58,10.28,134.94,11.62,11.92,3.45,13,3.61
190,13.9177471,56.1049144,1382559.9,6221219.7,1,0.99,945,1022.24,32.19,540.8,23.42,231.04,15.3,74.75,8.71,49.55,7.09,131.59,11.55,96.29,9.88,136.1,11.75,9.37,3.08,11.63,3.43
191,13.9178154,56.1048908,1382564.1,6221217,1,0.98,950,1017.32,32.22,534.61,23.36,225.14,15.16,91.92,9.69,41.06,6.47,139.94,11.95,91.75,9.68,139.39,11.93,8.04,2.86,10.19,3.22
192,13.9178824,56.104866,1382568.2,6221214.1,1,0.99,955,1088.11,33.23,542.66,23.46,236.16,15.48,101.02,10.12,46.07,6.84,156.47,12.6,96.84,9.91,141.53,11.98,10.81,3.31,11.7,3.45
193,13.9179483,56.1048403,1382572.2,6221211.2,1,1,960,1187.02,34.51,567.22,23.86,253.78,15.96,101.93,10.11,58.18,7.64,172.51,13.16,109.54,10.48,144.04,12.02,15.96,4,14.39,3.8
194,13.9180139,56.1048143,1382576.2,6221208.1,1,1,965,1232.16,35.07,606.04,24.59,258.1,16.05,99.25,9.95,64.06,8,176.03,13.25,125.13,11.17,149.97,12.23,20.18,4.49,14.9,3.86
195,13.9180802,56.104789,1382580.3,6221205.2,1,1,970,1218.59,34.89,646.33,25.41,252.67,15.89,96.5,9.82,61.5,7.84,168.24,12.96,137.42,11.72,157.57,12.55,22.34,4.72,13.75,3.71
196,13.9181489,56.1047657,1382584.5,6221202.5,1,1,975,1203.34,34.69,666.91,25.82,259.88,16.12,96.31,9.81,57.23,7.56,161.02,12.69,139.1,11.79,161.2,12.7,23.08,4.8,14.53,3.81
197,13.91822,56.1047448,1382588.8,6221200.1,1,1,980,1222.36,34.93,662.83,25.72,286.03,16.9,99.28,9.95,55.82,7.46,161.49,12.7,130.24,11.4,159.24,12.61,23.23,4.82,18.65,4.31
198,13.9182911,56.1047238,1382593.2,6221197.6,1,1,985,1264.33,35.55,663.13,25.74,303.09,17.4,101.9,10.09,56.78,7.53,166.35,12.89,126.33,11.24,158.62,12.59,23.85,4.88,22.71,4.76
199,13.9183598,56.1047007,1382597.4,6221194.9,1,0.99,990,1311.98,36.38,692.8,26.43,286.49,17,101.16,10.1,59.18,7.73,171.77,13.16,140.06,11.89,165.12,12.9,25.65,5.09,23.46,4.86
200,13.9184274,56.1046764,1382601.5,6221192.1,1,0.98,995,1347.37,37.05,729.58,27.26,255.56,16.14,99.98,10.09,63.16,8.02,178.44,13.48,157.52,12.67,172.26,13.25,27.37,5.28,21.69,4.7
201,13.9184958,56.1046527,1382605.7,6221189.3,1,0.98,1000,1352.97,37.12,735.51,27.37,244.42,15.78,103.18,10.25,69.17,8.39,188.5,13.85,156.03,12.6,169.49,13.14,27.07,5.25,19.62,4.47
202,13.9185665,56.1046312,1382610,6221186.8,1,0.99,1005,1331.57,36.62,706.72,26.68,261.33,16.22,110.02,10.53,75.91,8.74,199.81,14.19,134.19,11.63,156.49,12.55,24.61,4.98,18.78,4.35
203,13.9186398,56.1046129,1382614.6,6221184.7,1,1,1010,1310.36,36.2,680.36,26.08,283.48,16.84,113.05,10.63,79.95,8.94,205.02,14.32,116.22,10.78,145.19,12.05,22.06,4.7,19.92,4.46
204,13.9187157,56.1045984,1382619.2,6221182.9,1,0.99,1015,1308,36.29,683.98,26.24,290.45,17.1,106.92,10.38,78.63,8.9,198.89,14.15,120.72,11.02,145.22,12.09,21.12,4.61,23.16,4.83
205,13.9187929,56.1045859,1382624,6221181.4,1,0.98,1020,1299.26,36.37,692.09,26.54,280.38,16.89,97.34,9.95,73.15,8.63,186.69,13.79,134.8,11.71,152.74,12.47,21.28,4.65,26.12,5.16
206,13.9188702,56.1045732,1382628.8,6221179.8,1,0.98,1025,1248.35,35.66,666.04,26.05,256.78,16.17,92.77,9.72,65.82,8.19,176.35,13.4,137.64,11.84,160.32,12.78,21.45,4.67,25.84,5.13
207,13.9189469,56.1045597,1382633.5,6221178.2,1,0.99,1030,1159.17,34.18,602.68,24.65,229.87,15.22,94.26,9.75,59.17,7.72,170.3,13.1,126.32,11.28,163.13,12.82,21.05,4.61,22.19,4.73
208,13.9190237,56.1045466,1382638.2,6221176.6,1,1,1035,1077.85,32.83,536.77,23.17,217,14.73,95.03,9.75,56.01,7.48,165.08,12.85,117.03,10.82,159.11,12.61,20.02,4.47,18.05,4.25
209,13.9191012,56.1045347,1382643,6221175.2,1,0.99,1040,1041,32.35,497.66,22.36,228.62,15.16,90.12,9.52,57.94,7.63,158.18,12.61,121.91,11.07,148.07,12.2,18.28,4.29,15.82,3.99
210,13.9191795,56.1045246,1382647.9,6221173.9,1,0.98,1045,1036.92,32.47,484.64,22.2,245.11,15.79,83.9,9.24,61.49,7.91,152.19,12.44,132.31,11.6,136.98,11.8,15.56,3.98,15.27,3.94
211,13.9192584,56.1045161,1382652.7,6221172.8,1,0.98,1050,1042.12,32.67,488.99,22.38,241.21,15.72,82.65,9.2,62.21,7.98,150.71,12.43,135.03,11.76,134.04,11.72,11.72,3.46,15.51,3.99
212,13.9193377,56.1045089,1382657.7,6221171.9,1,0.98,1055,1043.37,32.69,499.66,22.62,220.32,15.02,86.13,9.39,59.96,7.84,153.09,12.52,127.65,11.43,139.03,11.93,8.81,3,16,4.05
213,13.9194172,56.1045023,1382662.6,6221171,1,0.98,1060,1034.56,32.45,504.14,22.65,205.31,14.45,89.61,9.55,57.52,7.65,155.77,12.59,115.15,10.83,145.93,12.19,10.34,3.24,16.45,4.09
214,13.9194965,56.1044954,1382667.5,6221170.1,1,0.99,1065,1017.24,32.02,498.19,22.41,205.73,14.4,89.81,9.51,56.06,7.52,155.54,12.52,103.16,10.2,149.86,12.29,16.15,4.03,16.39,4.06
215,13.9195754,56.1044873,1382672.4,6221169.1,1,1,1070,1004.92,31.7,490.93,22.16,209,14.46,85.9,9.27,53.95,7.34,149.85,12.24,98,9.9,147.91,12.16,20.01,4.47,14.96,3.87
216,13.9196538,56.1044773,1382677.2,6221167.8,1,1,1075,1006.67,31.7,490.8,22.13,205.18,14.31,78.08,8.83,49.83,7.05,137.57,11.72,103.05,10.14,139.67,11.81,17.41,4.17,11.85,3.44
217,13.9197317,56.1044662,1382682,6221166.5,1,1,1080,1010.38,31.78,499.18,22.34,201.87,14.2,69.47,8.33,44.15,6.64,122.75,11.08,110.09,10.49,133.64,11.56,12.28,3.5,8.7,2.95
218,13.9198096,56.1044552,1382686.8,6221165.1,1,1,1085,1000.43,31.64,515.03,22.7,209.51,14.48,63.75,7.99,38.11,6.17,110.74,10.53,109.01,10.44,139.32,11.81,10.13,3.18,7.54,2.75
219,13.9198876,56.1044445,1382691.7,6221163.8,1,1,1090,979.85,31.31,528.51,22.99,221.72,14.89,62.89,7.93,35.93,6,107.4,10.36,99.68,9.99,152.72,12.36,11.19,3.35,8.63,2.94
220,13.9199655,56.1044335,1382696.5,6221162.4,1,1,1095,963.74,31.04,524.41,22.9,221.42,14.88,67.66,8.23,43.68,6.61,118.67,10.89,88.7,9.42,161.1,12.69,12.25,3.5,11.15,3.34
221,13.9200432,56.1044219,1382701.3,6221161,1,1,1100,953.96,30.89,506.06,22.5,206.76,14.38,75.67,8.7,58.3,7.64,139.23,11.8,82.34,9.07,158.99,12.61,12.1,3.48,14.13,3.76
222,13.9201204,56.1044094,1382706,6221159.5,1,1,1105,935.5,30.58,500.11,22.36,195.32,13.97,80.67,8.98,65.29,8.08,149.69,12.23,86.33,9.29,150.36,12.26,12.09,3.48,16.51,4.06
223,13.9201969,56.1043957,1382710.8,6221157.8,1,1,1110,906.02,30.09,515.68,22.7,196.47,14.01,79.32,8.9,58.74,7.66,141.55,11.89,99.37,9.97,139.84,11.82,12.81,3.58,17.53,4.19
224,13.9202723,56.1043802,1382715.4,6221156,1,1,1115,889.05,29.82,526.13,22.94,201.84,14.21,74.25,8.62,50.2,7.09,128.42,11.33,107.03,10.35,132.19,11.5,13.02,3.61,17.05,4.13
225,13.9203465,56.1043629,1382720,6221153.9,1,1,1120,902.82,30.08,509.25,22.59,202.7,14.25,68.57,8.29,50.18,7.09,123.31,11.12,98.49,9.93,130.63,11.44,11.78,3.44,15.19,3.9
226,13.9204199,56.1043447,1382724.5,6221151.8,1,1,1125,928.71,30.5,480.77,21.95,197.61,14.07,64.63,8.05,55.72,7.47,125.29,11.2,85.95,9.28,131.36,11.47,10.28,3.21,12.83,3.59
227,13.9204934,56.1043265,1382729,6221149.6,1,1.01,1130,939.19,30.56,465.91,21.53,187.34,13.65,64.34,8,60.31,7.75,129.61,11.35,87.02,9.3,128.92,11.32,10.19,3.18,11.07,3.32
228,13.9205673,56.104309,1382733.5,6221147.6,1,1.02,1135,930.32,30.25,470.44,21.51,175.22,13.13,67.01,8.12,61.45,7.77,133.1,11.44,102.53,10.04,122.48,10.97,11.55,3.37,10.19,3.17
229,13.9206417,56.104292,1382738.1,6221145.5,1,1.02,1140,916.46,29.92,485,21.77,166.58,12.76,69.93,8.26,59.73,7.64,133.87,11.44,120.23,10.84,114.8,10.59,13.15,3.58,9.87,3.11
230,13.9207164,56.1042755,1382742.7,6221143.6,1,1.02,1145,912.45,29.96,499.87,22.17,166.74,12.81,70.33,8.32,55.86,7.41,130.05,11.31,127.56,11.2,108.75,10.34,13.7,3.67,9.78,3.1
231,13.9207915,56.1042595,1382747.3,6221141.7,1,0.99,1150,925.71,30.51,508.15,22.6,177.16,13.35,67.4,8.23,50.93,7.16,122.18,11.08,118.94,10.94,106.2,10.33,12.65,3.57,9.74,3.13
232,13.9208671,56.1042443,1382752,6221139.8,1,0.97,1155,948.08,31.26,508.91,22.9,191.08,14.03,64.43,8.15,46.88,6.95,115.79,10.92,103.46,10.33,106.82,10.49,10.87,3.35,9.87,3.19
233,13.9209434,56.1042302,1382756.7,6221138.1,1,0.96,1160,969.41,31.78,501.98,22.87,200.68,14.46,65.26,8.25,45.73,6.9,117.06,11.04,92.09,9.8,110.05,10.71,9.45,3.14,10.36,3.29
234,13.9210207,56.1042176,1382761.5,6221136.6,1,0.97,1165,980.95,31.74,487.99,22.39,200.28,14.34,72.19,8.61,48.66,7.07,129.57,11.54,93.16,9.78,115.21,10.88,9.21,3.08,11.24,3.4
235,13.9210989,56.1042074,1382766.3,6221135.3,1,1,1170,981.21,31.4,471.75,21.77,195.19,14,79.74,8.95,52.4,7.26,143.51,12.01,101.39,10.09,121.13,11.03,9.77,3.13,11.94,3.46
236,13.9211783,56.1042006,1382771.2,6221134.4,1,1,1175,970.91,31.11,458.88,21.39,193.38,13.89,80.66,8.97,52.61,7.24,145.93,12.06,107.78,10.37,126.26,11.22,10.43,3.22,11.78,3.43
237,13.9212584,56.1041969,1382776.2,6221133.9,1,1,1180,949.31,30.82,449.14,21.2,193.13,13.9,75.82,8.71,49.27,7.02,137.14,11.71,110.76,10.53,126.6,11.25,11.28,3.36,11.15,3.34
238,13.9213387,56.1041951,1382781.2,6221133.6,1,1,1185,915.25,30.19,438.88,20.91,187.05,13.65,71.09,8.41,45.03,6.7,125.75,11.19,113.3,10.62,117.02,10.8,12.88,3.58,11.11,3.33
239,13.921419,56.1041949,1382786.2,6221133.4,1,1.02,1190,880.09,29.43,430.94,20.59,179.53,13.29,69.02,8.24,42.27,6.45,118.01,10.78,114.26,10.6,104.54,10.14,14.53,3.78,11.65,3.39
240,13.9214993,56.1041965,1382791.2,6221133.4,1,1.02,1195,868.04,29.19,434.99,20.66,187.09,13.55,68.6,8.21,42.94,6.49,117.55,10.74,108.29,10.31,108.56,10.32,14.26,3.74,11.62,3.38
241,13.9215794,56.1042003,1382796.2,6221133.7,1,1.01,1200,887.39,29.67,455.63,21.26,210.35,14.45,70.08,8.34,47.29,6.85,125.14,11.14,97.36,9.83,130.14,11.36,11.89,3.43,10.98,3.3
242,13.9216592,56.1042059,1382801.2,6221134.2,1,1,1205,924.66,30.42,490.39,22.15,228.27,15.12,75.61,8.7,53.31,7.3,138.02,11.75,93.31,9.66,145.52,12.07,9.66,3.11,11.19,3.35
243,13.9217385,56.104213,1382806.1,6221134.9,1,1,1210,967.04,31.09,533.05,23.09,229.23,15.14,84.39,9.19,58.72,7.66,151.62,12.31,101.21,10.06,142.27,11.93,9.61,3.1,12.78,3.57
244,13.9218176,56.1042208,1382811.1,6221135.6,1,1,1215,1006.43,31.73,570.36,23.88,224.98,15,89,9.43,61,7.81,158,12.57,110.06,10.49,135.98,11.66,13.07,3.61,14,3.74
245,13.9218967,56.1042287,1382816,6221136.4,1,0.99,1220,1035.43,32.35,589.86,24.41,226.14,15.12,84.69,9.25,58.4,7.68,152.46,12.41,110.68,10.58,140.53,11.92,19.83,4.48,13.69,3.72
